JNAME,BNAME,RAJ,RAJ_ERR,DECJ,DECJ_ERR,F0,F0_ERR,F1,F1_ERR,P0,P0_ERR,P1,P1_ERR,DM,DM_ERR,RM,RM_ERR,DIST,ASSOC,PB,PB_ERR,BINCOMP,AGE,BSURF,EDOT,NGLT,TYPE,rm_MK,dm_MK,w50_MK,w10_MK,scatter_MK,USER,COMMENTS,CATEGORY
J0630-2834,B0628-28,06:30:49.404393,4.3e-05,-28:34:42.77881,0.00037,0.80358811986,5e-11,-4.59962e-15,1.3e-19,1.2444185961512455,7.742888212235182e-11,7.12286869575224e-15,2.0131509352006613e-19,34.425,0.001,46.53,0.12,0.32,XRS,,,,2768073.330887562,3012733341875.4736,1.4592012667037062e+32,,HE,,,,,,aparthas,Therewasa20minobservationNotsurewhy,PROFILE:Symmetric+Complicated;POLARIZATION:HighLinearPol+RVMLike;FREQUENCY:Scintillation;TIME:Modulation;OBSERVATION:HighSN_Above1000 
J0631+1036,,06:31:27.524,0.004,+10:37:02.5,0.3,3.4746348982,1e-10,-1.26374e-12,2e-17,0.28780002195857757,8.282885263935773e-12,1.0467413423446194e-13,1.6565770527981114e-18,125.36,0.01,137.0,4.0,2.1,GRS,,,,43562.97014253373,5554117694676.752,1.7335111763998158e+35,14.0,HE,,,,,,aparthas,interestingprofileSharpcutoffandgapbetweenprofilesQuadruple,PROFILE:Symmetric+Complicated+withSteepTrailing;POLARIZATION:HighLinearPol+RVMLike;FREQUENCY:FlatSpectrum;TIME:Modulation;OBSERVATION:MediumSN_100to1000 
J0633+1746,,06:33:54.1530,0.0028,+17:46:12.909,0.04,4.217639623538,3.5e-11,-1.9515522e-13,8.1e-19,0.2370994416922568,1.967565083777296e-12,1.0970874193967904e-14,4.553507765349576e-20,2.89,0.02,2.8,0.4,0.19,GRS,,,,342417.0123622626,1632059025212.0652,3.2494464001438676e+34,1.0,HE,,,,,,aparthas,Geminga,PROFILE:NotSure;POLARIZATION:NotSure;FREQUENCY:NotSure;TIME:NotSure;OBSERVATION:LowSN_0to100 
J0633-2015,,06:33:08.86,0.04,-20:15:07.1,0.6,0.307388623017075,4.724388278016672e-11,-3.609432644404737e-16,7.559021244826675e-18,3.2532108384,5e-10,3.82e-15,8e-17,90.7,0.2,-5.0,14.0,3.68,,,,,13493197.738844234,3567284649751.476,4.380124631599112e+30,,,,,,,,aparthas,allsortsofcomplications,PROFILE:DoublePeak+withShoulders+withSteepLeading+withSteepTrailing+Narrow;POLARIZATION:HighLinearPol+HighCircularPol+RVMLike+PAJump;FREQUENCY:FlatSpectrum;TIME:Nulling;OBSERVATION:MediumSN_100to1000 
J0636-4549,,06:36:33.744,0.016,-45:49:32.62,0.16,0.5038805435110182,1.0155824085158364e-11,-8.054076290734842e-16,5.077912042579193e-19,1.98459736713,4e-11,3.1722e-15,2e-18,26.31,0.15,,,0.38,,,,,9912378.734806458,2539022001173.2905,1.6021495971386932e+31,,,,,,,,aparthas,ThefrequencyandtimeplotsdontshowanythingThesnrisnotthatbadsomethingweirdwithplots,PROFILE:SinglePeak+Symmetric+Narrow;POLARIZATION:RVMLike;FREQUENCY:NotSure;TIME:NotSure;OBSERVATION:LowSN_0to100 
J0646+0905,,06:46:30.995,0.008,+09:05:49.3,0.5,1.1063009147338483,8.567311997586645e-07,-9.004244909463565e-16,3.6717316266932814e-19,0.9039132,7e-07,7.357e-16,3e-19,149.0,0.7,,,2.52,,,,,19466685.373018835,825208552930.5668,3.93260482032691e+31,,,,,,,,aparthas,perhapsdrifting,PROFILE:SinglePeak;POLARIZATION:FlatPA;FREQUENCY:FreqProfileEvol+Scattering;TIME:Stable+Drifting;OBSERVATION:HighSN_Above1000 
J0647+0913,,06:47:15.68,0.03,+09:13:59.5,0.6,0.8098125781901649,1.9673892353850062e-11,-4.210868760135708e-15,5.2463712943600205e-18,1.23485362778,3e-11,6.421e-15,8e-18,154.7,1.2,,,2.67,,,,,3047044.867977329,2849436966741.112,1.346219759572971e+32,,,,,,,,aparthas,paswinguncertain,PROFILE:SinglePeak+withShoulders+Narrow;POLARIZATION:HighCircularPol;FREQUENCY:SteepSpectrum;TIME:Modulation;OBSERVATION:MediumSN_100to1000 
J0652-0142,,06:52:11.106,0.012,-01:42:30.3,0.4,1.0821879334123894,1.6395830125127294e-11,-1.7859743529156514e-16,1.4053568678680537e-18,0.924053918109,1.4e-11,1.525e-16,1.2e-18,116.3,1.1,,,2.32,,,,,96004923.61290331,379868740293.14575,7.630230222860132e+30,,,,,,,,aparthas,,PROFILE:SinglePeak+withShoulders;POLARIZATION:NotSure;FREQUENCY:NotSure;TIME:NotSure;OBSERVATION:LowSN_0to100 
J0656-2228,,06:56:30.207,0.009,-22:28:25.55,0.15,0.8164902188250256,1.9999688323108146e-11,-1.7799722607566252e-17,1.133315671642795e-18,1.22475441462,3e-11,2.67e-17,1.7e-18,32.39,0.17,83.0,5.4,1.62,,,,,726781375.3014641,182991162352.8374,5.737516631538316e+29,,,,,,,,aparthas,,PROFILE:SinglePeak+withSteepTrailing+Narrow;POLARIZATION:PAJump;FREQUENCY:Scintillation;TIME:Nulling+Drifting;OBSERVATION:MediumSN_100to1000 
J0656-5449,,06:56:48.990,0.007,-54:49:14.92,0.04,5.459799803223677,5.96188277825626e-11,-9.512183972707864e-16,2.6828472502153176e-18,0.183156898795,2e-12,3.191e-17,9e-20,67.5,1.0,,,0.37,,,,,90941584.02947624,77361524803.49397,2.05029662368518e+32,,,,,,,,aparthas,whysomanyobservations,PROFILE:Complicated;POLARIZATION:NotSure;FREQUENCY:NotSure;TIME:Stable;OBSERVATION:LowSN_0to100 
J0658+0022,,06:58:15.209,0.005,+00:22:35.3,0.3,1.7752689668690098,9.454739714184485e-12,-2.884329080387118e-14,4.097053876147762e-19,0.563294925255,3e-12,9.15201e-15,1.3e-19,122.0,0.7,,,2.36,,,,,975181.356700731,2297609089426.7036,2.0214765452106143e+33,,,,,,,,aparthas,weakdetection,PROFILE:Complicated+Narrow;POLARIZATION:NotSure;FREQUENCY:NotSure;TIME:NotSure;OBSERVATION:LowSN_0to100 
J0659+1414,B0656+14,06:59:48.196,0.003,+14:14:19.4,0.3,2.59788422918,2e-11,-3.707985e-13,8e-19,0.3849286233650379,2.9634009017140642e-12,5.4941230462711125e-14,1.1853603607158114e-19,13.94,0.09,22.73,0.08,0.2881823429480577,SNR,,,,111006.36003777893,4653602374610.932,3.8029227086568774e+34,2.0,HE,,,,,,aparthas,spikyemission,PROFILE:SinglePeak+Symmetric;POLARIZATION:HighLinearPol+HighCircularPol+FlatPA;FREQUENCY:Scintillation;TIME:Modulation;OBSERVATION:MediumSN_100to1000 
J0709-5923,,07:09:32.533,0.008,-59:23:55.60,0.04,2.0607153342892284,2.1232738444873832e-11,-5.350650088108206e-16,8.493095377949533e-19,0.485268383925,5e-12,1.26e-16,2e-19,65.0,2.0,,,0.37,,,,,61020742.71106077,250222436978.65945,4.352956129649171e+31,,,,,,,,aparthas,,PROFILE:SinglePeak+Symmetric+Narrow;POLARIZATION:PAJump+ComplicatedPA;FREQUENCY:SteepSpectrum;TIME:Modulation;OBSERVATION:MediumSN_100to1000 
J0719-2545,,07:19:07.380,0.005,-25:45:00.23,0.09,1.025930674142881,9.472803733325398e-12,-7.66444550063358e-15,7.367736237031002e-19,0.974724730631,9e-12,7.2819e-15,7e-19,253.89,0.06,164.0,18.0,9.81,,,,,2120817.5653840923,2695959266822.376,3.104262882341888e+32,,,,,,,,aparthas,,PROFILE:DoublePeak+withShoulders+Narrow;POLARIZATION:PAJump;FREQUENCY:FreqProfileEvol+SteepSpectrum;TIME:Modulation;OBSERVATION:MediumSN_100to1000 
J0725-1635,,07:25:00.4029,,-16:35:45.8204,,2.356759664005,6e-12,-5.1455e-16,6e-20,0.42431140318340005,1.0802410012287952e-12,9.263966786371277e-17,1.0802410012287963e-20,98.98,0.03,188.0,12.0,2.78,,,,,72569436.58493032,200627667784.82178,4.787431972348374e+31,,,,,,,,aparthas,,PROFILE:SinglePeak+withShoulders+Narrow;POLARIZATION:NotSure;FREQUENCY:FlatSpectrum;TIME:Stable;OBSERVATION:MediumSN_100to1000 
J0726-2612,,07:26:08.12,0.04,-26:12:38.1,0.8,0.29050272617145834,3.375673356521972e-11,-2.4736090438253882e-14,3.3756733565268673e-18,3.4423084877,4e-10,2.9311e-13,4e-17,69.4,0.4,126.0,17.0,2.9,XRS,,,,186073.78397395994,32143279885687.79,2.8368802845819956e+32,,,,,,,,aparthas,spikyemission,PROFILE:TriplePeak+withShoulders;POLARIZATION:ComplicatedPA;FREQUENCY:SteepSpectrum;TIME:Modulation;OBSERVATION:MediumSN_100to1000 
J0729-1448,,07:29:16.45,0.02,-14:48:36.8,0.8,3.9736354978,1.9e-10,-1.788791e-12,6e-18,0.251658714180918,1.2033100600406665e-11,1.1328790555843179e-13,3.799926506935955e-19,91.7,0.2,46.0,1.0,2.68,,,,,35196.09350539807,5403158888332.476,2.806127271799864e+35,6.0,,,,,,,aparthas,,PROFILE:SinglePeak+withShoulders;POLARIZATION:HighLinearPol+RVMLike+PAJump;FREQUENCY:SteepSpectrum;TIME:Stable;OBSERVATION:MediumSN_100to1000 
J0729-1836,B0727-18,07:29:32.3369,0.0001,-18:36:42.244,0.002,1.96016803372,9e-11,-7.28382e-14,7e-19,0.5101603448262563,2.342372196899202e-11,1.8957130505798164e-14,1.821845042115882e-19,61.293,0.01,51.0,4.0,1.9999854600595206,GRS,,,,426383.2493305149,3146948437043.803,5.63653546637189e+33,2.0,HE,,,,,,aparthas,spikydriftingperhaps,PROFILE:Complicated;POLARIZATION:PAJump+ComplicatedPA;FREQUENCY:SteepSpectrum;TIME:Modulation;OBSERVATION:HighSN_Above1000 
J0733-2345,,07:33:24.60,0.04,-23:45:56.2,1.1,0.55671547188,3e-11,-1.768e-15,3e-18,1.7962497011679064,9.679538966837379e-11,5.704474964456162e-15,9.679538966837398e-18,194.0,3.0,,,4.18,,,,,4989040.939016405,3239225420533.366,3.8857538725892042e+31,,,,,,,,aparthas,,PROFILE:DoublePeak+withShoulders+Narrow;POLARIZATION:HighCircularPol;FREQUENCY:SteepSpectrum;TIME:Stable;OBSERVATION:LowSN_0to100+LeftoverRFI 
J0737-2202,,07:37:44.071,0.006,-22:02:05.32,0.14,3.12142625514,4e-11,-5.32845e-14,1e-18,0.320366370454313,4.105384452722804e-12,5.468833946777706e-15,1.0263461131816582e-19,95.7,0.4,162.7,4.4,3.06,,,,,928150.1119264688,1339432422228.9175,6.566194010489541e+33,,,,,,,,aparthas,,PROFILE:DoublePeak+withBridge;POLARIZATION:HighLinearPol+ComplicatedPA;FREQUENCY:NotSure;TIME:Stable;OBSERVATION:LowSN_0to100+MediumSN_100to1000 
J0738-4042,B0736-40,07:38:32.262,0.002,-40:42:39.42,0.02,2.66723044134,1e-11,-9.7822e-15,4e-19,0.37492073594421266,1.4056555824095004e-12,1.3750404038246216e-15,5.622622329638096e-20,160.896,0.003,12.1,0.6,1.6,,,,,4320062.585381259,726569960842.501,1.0300464595983532e+33,,,,,,,,aparthas,asteroidencountersayssimon,PROFILE:DoublePeak+Wide+withShoulders;POLARIZATION:PAJump+ComplicatedPA;FREQUENCY:FreqProfileEvol+SteepSpectrum;TIME:Modulation;OBSERVATION:HighSN_Above1000 
J0742-2822,B0740-28,07:42:49.058,0.002,-28:22:43.76,0.04,5.9965594774,7e-10,-6.04866e-13,5e-18,0.16676229157216363,1.946676332327952e-11,1.6821118948998273e-14,1.390483095074548e-19,73.728,0.001,149.95,0.05,2.0,GRS,,,,157075.70214055575,1694830794790.066,1.4319275849207164e+35,8.0,HE,,,,,,aparthas,profilesseemdifferentModechangerperhaps,PROFILE:Complicated;POLARIZATION:HighLinearPol+ComplicatedPA;FREQUENCY:SteepSpectrum;TIME:Stable;OBSERVATION:HighSN_Above1000 
J0746-4529,,07:46:59.518,0.016,-45:29:26.65,0.17,0.358291285840478,6.418632275461155e-12,-2.1386882741836563e-15,6.4186322754612e-19,2.79102517845,5e-11,1.666e-14,5e-18,134.57,0.12,,,0.81,,,,,2654329.260080715,6900321947585.377,3.02512601698041e+31,,,,,,,,aparthas,Timeplotlookslikeitsmodechanging,PROFILE:SinglePeak+withShoulders+withSteepTrailing+Narrow;POLARIZATION:NotSure;FREQUENCY:SteepSpectrum;TIME:ModeChanging+Modulation;OBSERVATION:MediumSN_100to1000 
J0749-4247,,07:49:49.675,0.004,-42:47:42.14,0.04,0.9128650603799507,1.1666516658474876e-11,-8.141561982378539e-16,3.333290473849971e-19,1.09545215761,1.4e-11,9.77e-16,4e-19,104.595,0.009,125.0,5.0,0.56,,,,,17764986.779126488,1046872924559.9054,2.9340942154274323e+31,,,,,,,,aparthas,,PROFILE:SinglePeak+Narrow;POLARIZATION:FlatPA;FREQUENCY:SteepSpectrum;TIME:Modulation;OBSERVATION:MediumSN_100to1000 
J0758-1528,B0756-15,07:58:29.0708,0.0007,-15:28:08.738,0.019,1.465705762893,3e-12,-3.47785e-15,3e-20,0.6822651758059591,1.396457310352609e-12,1.6188896856032737e-15,1.3964573103527665e-20,63.327,0.003,55.0,7.0,2.71,,,,,6677316.865891525,1063494403041.9612,2.0124142274024482e+32,1.0,,,,,,,aparthas,,PROFILE:SinglePeak+withShoulders+Narrow;POLARIZATION:RVMLike;FREQUENCY:FlatSpectrum;TIME:Modulation;OBSERVATION:HighSN_Above1000 
J0804-3647,,08:04:22.20,0.04,-36:47:35.5,0.5,0.4562071068293168,3.121873864823635e-11,-8.762059313938336e-16,6.243747729647271e-18,2.19198689593,1.5e-10,4.21e-15,3e-17,196.0,5.0,,,3.35,,,,,8249391.121785104,3074043459001.5264,1.5780762070799064e+31,,,,,,,,aparthas,,PROFILE:DoublePeak+Symmetric+Narrow;POLARIZATION:NotSure;FREQUENCY:SteepSpectrum;TIME:Modulation;OBSERVATION:MediumSN_100to1000 
J0807-5421,,08:07:47.185,0.008,-54:21:26.46,0.08,1.8988175878372433,1.081652469564014e-10,-1.3628821116506577e-15,3.6055082318800515e-18,0.52664353143,3e-11,3.78e-16,1e-18,165.03,0.07,-65.0,3.0,0.89,,,,,22074505.913550474,451496362109.01294,1.0216479637214475e+32,,,,,,,,aparthas,,PROFILE:SinglePeak+withShoulders+Narrow;POLARIZATION:FlatPA+ComplicatedPA;FREQUENCY:SteepSpectrum;TIME:Stable;OBSERVATION:MediumSN_100to1000 
J0808-3937,,08:08:11.63,0.03,-39:37:52.9,0.3,1.1542688585871437,3.9970097937122024e-11,-5.342669757595311e-16,3.997009793712203e-18,0.86634928471,3e-11,4.01e-16,3e-18,165.0,4.0,,,2.6,,,,,34230613.7300644,596442628158.6176,2.4345855826858765e+31,,,,,,,,aparthas,profilescatteredperhaps,PROFILE:Complicated;POLARIZATION:NotSure;FREQUENCY:Scattering;TIME:Stable;OBSERVATION:MediumSN_100to1000 
J0809-4753,B0808-47,08:09:43.835,0.006,-47:53:54.70,0.06,1.82747830437,1e-11,-1.0274e-14,1e-18,0.5472021186838315,2.99430158692074e-12,3.0763454504023684e-15,2.9943015869207593e-19,228.3,1.2,105.0,5.0,6.49,,,,,2818244.74338667,1312929523707.1436,7.412275073838319e+32,,,,,,,,aparthas,,PROFILE:SinglePeak+withShoulders+withCentral+Narrow;POLARIZATION:PAJump+ComplicatedPA+FreqDependentPol;FREQUENCY:FreqProfileEvol+SteepSpectrum;TIME:Stable;OBSERVATION:HighSN_Above1000 
J0812-3905,,08:12:14.802,0.01,-39:05:48.92,0.09,2.0721268862392987,1.7174839330703086e-11,-1.9278757148714216e-16,5.152451799210926e-18,0.482595929159,4e-12,4.49e-17,1.2e-18,327.0,4.0,,,5.83,,,,,170295569.95415688,148958392151.97256,1.5770850511239485e+31,,,,,,,,aparthas,notquiteclearduetolowsnr,PROFILE:Wide+Complicated+withBridge;POLARIZATION:NotSure;FREQUENCY:NotSure;TIME:NotSure;OBSERVATION:MediumSN_100to1000 
J0815+0939,,08:15:08.776,0.009,+09:39:50.7,0.6,1.5500002384783866,1.2012503696415278e-10,-3.339476027603447e-16,1.4415004435698334e-17,0.64516119106,5e-11,1.39e-16,6e-18,52.6589,0.0079,53.1,5.0,2.49,,,,,73539296.67810357,303034095921.09625,2.0434773669640747e+31,,,,,,,,aparthas,mightbegoodwithUHF,PROFILE:NotSure;POLARIZATION:NotSure;FREQUENCY:SteepSpectrum;TIME:NotSure;OBSERVATION:LowSN_0to100 
J0818-3049,,08:18:49.3,0.4,-30:49:31,5.0,1.30934294385712,8.571894723142148e-10,-9.94339787884489e-16,4.114509467108231e-16,0.7637418483,5e-10,5.8e-16,2.4e-16,133.7,0.2,,,0.43,,,,,20863378.2380855,673499486668.2053,5.13982067031013e+31,,,,,,,,aparthas,,PROFILE:SinglePeak+Symmetric;POLARIZATION:NotSure;FREQUENCY:NotSure;TIME:NotSure;OBSERVATION:MediumSN_100to1000 
J0818-3232,,08:18:25.935,0.007,-32:32:30.53,0.11,0.46269328840496876,3.211276187025054e-12,-1.612916986203117e-16,1.0704253956750183e-19,2.161258926939,1.5e-11,7.534e-16,5e-19,131.8,0.07,25.2,5.0,0.48,,,,,45451395.45108642,1291267398709.184,2.946218500190166e+30,,,,,,,,aparthas,nullingperhaps,PROFILE:Complicated+Narrow;POLARIZATION:HighCircularPol+FlatPA+FreqDependentPol;FREQUENCY:FreqProfileEvol+SteepSpectrum;TIME:Modulation;OBSERVATION:HighSN_Above1000 
J0820-1350,B0818-13,08:20:26.3817,0.0001,-13:50:55.859,0.002,0.8076699283629,5e-13,-1.373272e-15,4e-21,1.2381295438681763,7.664823836996092e-13,2.1051775920558595e-15,6.131859069597427e-21,40.938,0.003,-1.2,0.4,1.9,,,,,9318443.693133641,1633719117087.498,4.378750654070764e+31,,,,,,,,aparthas,,PROFILE:DoublePeak+Narrow;POLARIZATION:HighCircularPol+RVMLike+PAJump;FREQUENCY:Scintillation;TIME:Stable;OBSERVATION:HighSN_Above1000 
J0820-3826,,08:20:59.929,0.009,-38:26:42.9,1.3,8.01046656802,3e-11,-1.56734e-13,5e-18,0.1248366735581017,4.675258519515615e-13,2.4425732293258675e-15,7.792097532526238e-20,195.56,0.18,,,4.09,,,,,809768.0402425795,558785166299.1943,4.956564548254731e+34,,,,,,,,aparthas,,PROFILE:NotSure;POLARIZATION:NotSure;FREQUENCY:NotSure;TIME:NotSure;OBSERVATION:LowSN_0to100 
J0820-3921,,08:20:49.11,0.04,-39:21:55.7,0.4,0.9314745958536899,3.470579690883179e-11,-1.0558371064589352e-14,3.470579690883269e-18,1.07356658405,4e-11,1.2169e-14,4e-18,179.4,0.1,126.9,7.1,3.58,,,,,1397784.2135583651,3657563850922.5996,3.882644898811503e+32,,,,,,,,aparthas,weirdlinearpolphaseperhapsdrifting,PROFILE:Complicated;POLARIZATION:FlatPA;FREQUENCY:SteepSpectrum;TIME:Modulation;OBSERVATION:MediumSN_100to1000 
J0820-4114,B0818-41,08:20:15.45,0.02,-41:14:35.3,0.3,1.83336353469,6e-11,-7.5e-17,5e-18,0.5454455600749626,1.7850651540329378e-11,2.2313314425411722e-17,1.4875542950274483e-18,113.4,0.2,57.7,0.5,0.57,,,,,387305231.21530145,111636889255.79652,5.428371843231949e+30,,,,,,,,aparthas,circularpolseemstoshowfrequencydependentchanges,PROFILE:DoublePeak+Wide+withBridge;POLARIZATION:HighCircularPol+FlatPA+FreqDependentPol;FREQUENCY:SteepSpectrum;TIME:Stable;OBSERVATION:HighSN_Above1000 
J0821-4221,,08:21:44.636,0.003,-42:21:25.46,0.04,2.5206171651722125,1.2071670697385521e-11,-2.2098209773307133e-14,4.447457625353064e-19,0.3967282353771,1.9e-12,3.47811e-15,7e-20,270.6,0.1,251.1,7.6,5.8,,,,,1807240.0184201035,1188688853053.3901,2.1989923477719492e+33,,,,,,,,aparthas,bridgeperhapsnotenoughsnr,PROFILE:Complicated;POLARIZATION:ComplicatedPA;FREQUENCY:FreqProfileEvol+NotSure;TIME:Stable;OBSERVATION:MediumSN_100to1000
J0823+0159,B0820+02,08:23:09.7651,0.0001,+01:59:12.469,0.001,1.1562393852218,1.1e-12,-1.39772e-16,8e-21,0.8648728046988048,8.228054651383346e-13,1.0455015043028665e-16,5.984039746460618e-21,23.727,0.006,13.0,7.0,2.499981825074401,,1232.404,0.011,CO,131067077.71566282,304290525318.0712,6.380102779758352e+30,,,,,,,,aparthas,,PROFILE:SinglePeak+Symmetric;POLARIZATION:ComplicatedPA;FREQUENCY:Scintillation;TIME:Drifting;OBSERVATION:HighSN_Above1000 
J0828-3417,B0826-34,08:28:16.6239,,-34:17:07.057,,0.54085663363,3e-11,-2.9144e-16,1.3e-19,1.848918803654907,1.0255502227526076e-10,9.962878563967333e-16,4.444050965261437e-19,52.2,0.6,59.0,3.0,0.35,,,,,29403500.722734567,1373413513834.0671,6.222874689721313e+30,,,,,,,,aparthas,spikyalloverthephaseweirdmodechangersaysSimon,PROFILE:NotSure;POLARIZATION:NotSure;FREQUENCY:NotSure;TIME:NotSure;OBSERVATION:LowSN_0to100 
J0831-4406,,08:31:32.43,0.03,-44:06:11.9,0.4,3.2084856130843504,1.1323817922306187e-10,-1.3166511929663285e-14,6.176627957621556e-17,0.311673518473,1.1e-11,1.279e-15,6e-18,254.0,0.5,509.0,20.0,5.88,,,,,3860960.8376387013,638903404631.7285,1.6677485430865383e+33,,,,,,,,aparthas,,PROFILE:SinglePeak+withShoulders;POLARIZATION:NotSure;FREQUENCY:SteepSpectrum;TIME:Modulation;OBSERVATION:MediumSN_100to1000 
J0834-4159,,08:34:17.807,0.002,-41:59:35.99,0.02,8.25642751376,1.2e-10,-2.918213e-13,2e-19,0.12111775926493869,1.7603413931231568e-12,4.280875948208423e-15,2.933902324510857e-21,240.5,1.5,-377.0,31.0,5.51,,,,,448271.5964979109,728652087761.4297,9.511935505713637e+34,,,,,,,,aparthas,barelydetectedInterpulsesayssimon,PROFILE:NotSure+withInterpulse;POLARIZATION:NotSure;FREQUENCY:NotSure;TIME:NotSure;OBSERVATION:LowSN_0to100 
J0835-3707,,08:35:03.08,0.03,-37:07:51.5,0.3,1.84704824843,5e-11,-3.336e-14,3e-17,0.5414043736269504,1.4655934789119525e-11,9.778439691300547e-15,8.79356087347173e-18,112.3,0.3,68.0,47.0,0.55,,,,,877239.6147032105,2328335924325.419,2.4325625640195332e+33,,,,,,,,aparthas,,PROFILE:SinglePeak+withInterpulse;POLARIZATION:NotSure;FREQUENCY:SteepSpectrum;TIME:Stable;OBSERVATION:MediumSN_100to1000 
J0835-4510,B0833-45,08:35:20.61149,2e-05,-45:10:34.8751,0.0003,11.1946499395,5e-10,-1.5666e-11,2e-15,0.08932838502359318,3.989780185461653e-12,1.2500779277088453e-13,1.595912074185052e-17,67.97,0.02,31.38,0.01,0.28,SNR,,,,11321.877005304155,3381530142617.8667,6.923542724146587e+36,19.0,HE,,,,,,aparthas,PolarizationdoesntlookrightforacoupleofobservationsCheckPerioddrifting,PROFILE:SinglePeak+withShoulders;POLARIZATION:HighLinearPol+RVMLike+PAJump;FREQUENCY:FreqProfileEvol;TIME:Stable;OBSERVATION:HighSN_Above1000+UpdateEphem+Reprocess 
J0836-4233,,08:36:05.85,0.03,-42:33:24.9,0.3,1.3542142219430873,7.335584635651685e-11,-2.4207429297650558e-15,7.33558463565169e-18,0.73843560627,4e-11,1.32e-15,4e-18,180.0,,,,3.61,,,,,8863489.521397525,999063881983.0459,1.294183263680782e+32,,,,,,,,aparthas,,PROFILE:NotSure;POLARIZATION:NotSure;FREQUENCY:NotSure;TIME:NotSure;OBSERVATION:LowSN_0to100 
J0837+0610,B0834+06,08:37:05.642,0.003,06:10:14.56,0.14,0.7850721411512,4e-13,-4.190619e-15,3e-21,1.2737682915784503,6.489942642522736e-13,6.799219236666495e-15,4.867456981896982e-21,12.864,0.0004,25.32,0.07,0.19,,,,,2968229.150532053,2978000165893.8438,1.298815553790738e+32,,,,,,,,aparthas,,PROFILE:DoublePeak+Symmetric+Narrow;POLARIZATION:PAJump+ComplicatedPA;FREQUENCY:Scintillation;TIME:Modulation;OBSERVATION:MediumSN_100to1000 
J0837-4135,B0835-41,08:37:21.1943,0.0006,-41:35:14.563,0.006,1.330449942221,2e-12,-6.26345e-15,6e-20,0.7516254225473826,1.129881551639063e-12,3.5384783023068444e-15,3.389644654917356e-20,147.29,0.07,145.0,1.0,1.5,,,,,3365510.5893133013,1650285095104.974,3.289818137150949e+32,,,,,,,,aparthas,Polinonefrequencybandseemswrong,PROFILE:SinglePeak+Symmetric+withShoulders+Narrow;POLARIZATION:PAJump+ComplicatedPA;FREQUENCY:SteepSpectrum;TIME:Stable;OBSERVATION:HighSN_Above1000 
J0838-2621,,08:38:18.801,0.004,-26:21:29.55,0.07,3.2406437689616956,2.1003544074620528e-11,-4.095691094551003e-16,3.150531611193079e-18,0.3085806621443,2e-12,3.9e-17,3e-19,116.9,0.05,96.0,12.0,4.1,,,,,125363219.48384331,111011158553.52003,5.239842389524762e+31,,,,,,,,aparthas,notenoughsnrtosayanythingconcrete,PROFILE:DoublePeak;POLARIZATION:ComplicatedPA;FREQUENCY:NotSure;TIME:Stable;OBSERVATION:MediumSN_100to1000 
J0840-5332,B0839-53,08:40:33.75,0.02,-53:32:35.92,0.09,1.38770592258,2e-11,-3.149e-15,2e-18,0.7206137725065095,1.0385684182521269e-11,1.6352259745379737e-15,1.038568418252128e-18,156.5,1.0,81.0,3.0,0.57,,,,,6982176.426605763,1098474920521.3296,1.7251618242558438e+32,,,,,,,,aparthas,perhapsdrifting,PROFILE:SinglePeak+withSteepTrailing;POLARIZATION:PAJump+ComplicatedPA;FREQUENCY:SteepSpectrum;TIME:Modulation;OBSERVATION:MediumSN_100to1000+HighSN_Above1000 
J0842-4851,B0840-48,08:42:05.33,0.03,-48:51:21.1,0.2,1.55191490019,2e-11,-2.3029e-14,3e-18,0.6443652289681416,8.304130966063311e-12,9.561791600873602e-15,1.2456196449095211e-18,196.85,0.08,145.0,11.0,3.1,,,,,1067723.6449068715,2511803515218.576,1.4109210710618543e+33,,,,,,,,aparthas,thesubbandedplotslookweirdwrtphase,PROFILE:withInterpulse;POLARIZATION:ComplicatedPA;FREQUENCY:SteepSpectrum;TIME:Stable;OBSERVATION:MediumSN_100to1000+LeftoverRFI+Reprocess 
J0843-5022,,08:43:09.884,0.008,-50:22:43.10,0.08,4.785703537970718,3.206414169468362e-11,-3.948011960949687e-15,3.2064141694683627e-18,0.2089556931527,1.4e-12,1.7238e-16,1.4e-19,178.47,0.09,190.0,16.0,1.57,,,,,19205842.771388926,192052745783.33508,7.459058068710769e+32,,,,,,,,aparthas,notenoughsnrtoclassifyprofilesefficiently,PROFILE:SinglePeak+withShoulders;POLARIZATION:NotSure;FREQUENCY:SteepSpectrum;TIME:Stable;OBSERVATION:MediumSN_100to1000 
J0846-3533,B0844-35,08:46:06.040,0.008,-35:33:41.2,0.1,0.895978340344,8e-12,-1.288e-15,1e-18,1.1160984088254433,9.965405265461491e-12,1.6044302477393002e-15,1.2456756581826867e-18,94.16,0.11,136.5,3.5,0.54,,,,,11021677.146074763,1354134002117.5906,4.555888752491267e+31,,,,,,,,aparthas,perhapsdrifting,PROFILE:Complicated;POLARIZATION:HighCircularPol+RVMLike+PAJump;FREQUENCY:SteepSpectrum;TIME:Modulation;OBSERVATION:HighSN_Above1000 
